Time,Vehicle_Count,Queue_Length,Average_Speed,Average_Waiting_Time
2894,21,10,3.96,4.43
2895,22,10,4.02,4.68
2896,21,10,3.97,5.38
2897,21,10,3.87,5.86
2898,22,10,4.0,6.05
2899,23,10,4.47,6.22
2900,21,10,4.17,7.29
2901,23,10,4.58,7.09
2902,21,10,4.16,8.24
2903,22,10,4.56,8.32
2904,21,10,4.32,9.19
2905,21,10,4.38,9.67
2906,21,10,4.66,10.14
2907,21,10,4.41,10.62
2908,21,10,4.68,11.1
2909,21,10,4.64,11.57
2910,21,10,4.55,12.05
2911,21,10,4.8,12.52
2912,20,10,4.63,13.65
2913,21,10,4.76,13.48
2914,21,10,4.92,13.95
2915,20,10,4.7,15.15
2916,20,10,4.57,15.65
2917,21,10,5.2,15.38
2918,20,10,4.6,16.65
2919,21,10,4.96,16.33
2920,20,10,4.04,17.65
2921,21,10,4.26,17.29
2922,20,10,4.16,18.65
2923,22,10,4.57,17.41
2924,20,10,3.77,19.65
2925,21,10,3.89,19.19
2926,21,8,2.76,15.43
2927,21,8,2.64,11.71
2928,21,7,2.38,8.0
2929,21,6,2.74,4.29
2930,21,5,2.68,0.67
2931,21,6,3.34,0.95
2932,21,7,3.27,1.29
2933,23,9,4.01,1.57
2934,21,10,3.71,2.19
2935,22,11,4.15,2.59
2936,22,11,4.15,3.09
2937,21,12,3.88,3.81
2938,21,12,4.21,4.38
2939,21,12,3.96,4.95
2940,21,12,4.15,5.52
2941,22,12,4.31,5.82
2942,21,12,4.09,6.67
2943,21,12,4.31,7.24
2944,21,12,3.94,7.81
2945,21,12,4.13,8.38
2946,22,12,4.41,8.55
2947,22,12,4.5,9.09
2948,21,12,3.88,10.1
2949,22,12,4.38,10.18
2950,20,12,3.72,11.8
2951,22,12,4.2,11.27
2952,21,12,4.11,12.38
2953,21,12,4.51,12.95
2954,21,12,4.25,13.52
2955,21,12,4.37,14.1
2956,21,12,4.67,14.67
2957,21,12,4.42,15.24
2958,21,12,4.7,15.81
2959,21,12,4.39,16.38
2960,21,12,4.51,16.95
2961,21,12,4.18,17.52
2962,21,12,4.25,18.1
2963,20,12,4.05,19.6
2964,22,12,4.74,18.36
2965,20,12,3.94,20.8
2966,21,12,3.98,20.38
2967,20,12,3.62,22.0
2968,20,12,3.4,22.6
2969,21,12,3.58,22.1
2970,22,12,3.42,21.64
2971,21,11,2.2,19.0
2972,22,9,2.31,14.59
2973,23,8,2.63,10.61
2974,22,7,2.46,7.64
2975,23,6,2.79,4.0
2976,22,5,3.11,0.73
2977,21,6,3.28,1.05
2978,21,8,3.81,1.43
2979,21,8,4.03,1.81
2980,21,10,4.24,2.29
2981,20,10,4.43,2.9
2982,19,10,4.69,3.58
2983,20,10,4.85,3.9
2984,19,10,4.82,4.63
2985,20,10,5.12,4.9
2986,20,10,5.23,5.4
2987,19,10,4.26,6.21
2988,19,10,4.28,6.74
2989,19,10,3.95,7.26
2990,19,10,3.97,7.79
2991,20,10,4.54,7.9
2992,20,10,4.14,8.4
2993,20,10,4.51,8.9
2994,19,10,4.24,9.89
2995,20,10,4.61,9.9
2996,19,10,4.57,10.95
2997,20,10,5.36,10.9
2998,19,10,4.78,12.0
2999,20,10,5.26,11.9
3000,18,10,4.58,13.78
3001,20,10,5.4,12.9
3002,19,10,5.11,14.11
3003,20,10,5.25,13.9
3004,19,10,4.84,15.16
3005,19,10,5.07,15.68
3006,19,10,4.82,16.21
3007,19,10,5.14,16.74
3008,19,10,4.66,17.26
3009,20,10,5.24,16.9
3010,19,10,4.44,18.32
3011,20,10,5.0,17.9
3012,19,10,4.5,19.37
3013,20,10,4.71,18.9
3014,20,10,4.64,19.4
3015,20,10,4.12,19.9
3016,20,8,3.07,15.9
3017,20,6,3.29,11.95
3018,20,6,2.3,8.1
3019,20,5,2.53,4.25
3020,20,4,2.9,0.45
3021,21,5,3.22,0.67
3022,21,7,3.06,1.0
3023,21,8,3.05,1.38
3024,22,9,3.79,1.73
3025,22,10,3.79,2.18
3026,22,12,3.88,2.73
3027,21,12,3.6,3.43
3028,22,12,3.88,3.82
3029,22,12,4.03,4.36
3030,21,12,3.93,5.14
3031,22,12,4.15,5.45
3032,22,12,4.44,6.0
3033,21,12,4.31,6.86
3034,22,12,4.21,7.09
3035,21,12,4.07,8.0
3036,21,12,4.28,8.57
3037,21,12,4.09,9.14
3038,21,12,4.14,9.71
3039,22,12,4.12,9.82
3040,21,12,3.88,10.86
3041,21,12,3.92,11.43
3042,22,12,4.26,11.45
3043,21,12,3.78,12.57
3044,22,12,4.09,12.55
3045,22,12,4.02,13.09
3046,22,12,3.89,13.64
3047,23,12,4.15,13.57
3048,21,12,3.66,15.43
3049,22,12,3.82,15.27
3050,21,12,3.78,16.57
3051,21,12,3.91,17.14
3052,22,12,4.11,16.91
3053,21,12,3.87,18.29
3054,22,12,4.26,18.0
3055,21,12,3.98,19.43
3056,22,12,4.45,19.09
3057,21,12,3.95,20.57
3058,21,12,4.16,21.14
3059,22,12,4.21,20.73
3060,21,12,3.77,22.29
3061,22,10,3.19,17.82
3062,21,10,2.73,15.1
3063,22,8,2.34,11.0
3064,22,8,2.45,7.59
3065,22,7,2.41,4.23
3066,22,5,2.96,0.82
3067,21,7,3.13,1.19
3068,21,7,3.67,1.52
3069,21,9,4.2,1.95
3070,21,10,4.06,2.43
3071,21,10,4.57,2.9
3072,20,10,4.62,3.55
3073,20,10,4.35,4.05
3074,20,10,4.72,4.55
3075,20,10,4.71,5.05
3076,20,10,4.67,5.55
3077,21,10,5.05,5.76
3078,20,10,4.61,6.55
3079,20,10,4.7,7.05
3080,20,10,4.56,7.55
3081,20,10,4.55,8.05
3082,20,10,4.68,8.55
3083,20,10,4.33,9.05
3084,20,10,4.56,9.55
3085,21,10,4.63,9.57
3086,20,10,4.33,10.55
3087,21,10,4.59,10.52
3088,21,10,4.65,11.0
3089,21,10,5.06,11.48
3090,20,10,4.92,12.55
3091,21,10,5.09,12.43
3092,20,10,4.73,13.55
3093,21,10,5.02,13.38
3094,20,10,4.74,14.55
3095,20,10,4.99,15.05
3096,20,10,5.05,15.55
3097,20,10,5.16,16.05
3098,20,10,4.68,16.55
3099,20,10,4.83,17.05
3100,20,10,5.06,17.55
3101,20,10,5.15,18.05
3102,19,10,4.81,19.53
3103,19,10,4.66,20.05
3104,19,10,3.91,20.58
3105,20,10,3.68,20.05
3106,19,9,2.29,16.95
3107,20,8,2.5,12.2
3108,19,7,1.87,8.79
3109,21,6,2.11,4.33
3110,21,5,2.8,0.71
3111,21,6,3.29,1.0
3112,21,8,3.24,1.38
3113,21,8,3.84,1.76
3114,21,9,3.77,2.19
3115,20,10,3.76,2.8
3116,22,11,4.56,3.05
3117,21,11,4.26,3.71
3118,22,12,4.39,4.09
3119,21,12,4.2,4.86
3120,21,12,4.24,5.43
3121,21,12,4.06,6.0
3122,21,12,4.27,6.57
3123,21,12,4.03,7.14
3124,21,12,4.17,7.71
3125,20,12,3.81,8.7
3126,22,12,4.24,8.45
3127,21,12,4.26,9.43
3128,22,12,4.59,9.55
3129,20,12,3.83,11.1
3130,21,12,4.52,11.14
3131,22,12,4.73,11.18
3132,21,12,4.43,12.29
3133,22,12,4.46,12.27
3134,21,12,4.24,13.43
3135,21,12,4.31,14.0
3136,22,12,4.55,13.91
3137,21,12,4.14,15.14
3138,22,12,4.33,15.0
3139,21,12,4.03,16.29
3140,21,12,4.0,16.86
3141,22,12,4.37,16.64
3142,20,12,3.78,18.9
3143,22,12,4.36,17.73
3144,20,12,3.56,20.1
3145,22,12,4.26,18.82
3146,21,12,3.89,20.29
3147,21,12,3.85,20.86
3148,21,12,3.41,21.43
3149,22,12,3.9,21.0
3150,22,12,3.68,21.55
3151,22,10,3.1,17.95
3152,22,9,2.4,14.41
3153,22,7,2.45,10.91
3154,22,7,2.22,7.5
3155,23,7,2.74,3.91
3156,22,5,3.06,0.68
3157,21,7,3.37,1.05
3158,21,8,3.98,1.43
3159,20,10,4.41,2.0
3160,20,10,4.47,2.5
3161,20,10,4.79,3.0
3162,20,10,4.46,3.5
3163,21,10,5.03,3.81
3164,20,10,4.34,4.5
3165,21,10,4.78,4.76
3166,20,10,4.53,5.5
3167,21,10,4.71,5.71
3168,20,10,4.62,6.5
3169,21,10,4.96,6.67
3170,20,10,4.38,7.5
3171,21,10,4.91,7.62
3172,19,10,4.4,8.95
3173,21,10,5.0,8.57
3174,19,10,4.32,10.0
3175,21,10,4.69,9.52
3176,20,10,4.33,10.5
3177,22,10,4.6,10.0
3178,21,10,4.45,10.95
3179,21,10,4.56,11.43
3180,22,10,4.79,11.36
3181,21,10,4.68,12.38
3182,20,10,4.62,13.5
3183,21,10,5.05,13.33
3184,20,10,4.85,14.5
3185,19,10,4.83,15.79
3186,20,10,5.22,15.5
3187,19,10,4.95,16.84
3188,20,10,5.26,16.5
3189,19,10,4.59,17.89
3190,20,10,4.84,17.5
3191,20,10,4.78,18.0
3192,19,10,4.38,19.47
3193,21,10,4.76,18.1
3194,20,10,4.48,19.5
3195,21,10,4.05,19.05
3196,21,8,3.43,15.33
3197,22,8,3.28,11.14
3198,21,6,2.58,7.95
3199,21,6,2.74,4.29
3200,20,4,2.58,0.6
3201,21,5,3.22,0.81
3202,21,6,3.14,1.1
3203,22,7,3.87,1.36
3204,22,9,3.96,1.77
3205,21,10,3.93,2.33
3206,22,11,4.22,2.73
3207,21,12,4.22,3.43
3208,22,12,4.48,3.82
3209,20,12,3.89,4.8
3210,21,12,4.44,5.14
3211,21,12,4.2,5.71
3212,21,12,4.36,6.29
3213,21,12,4.1,6.86
3214,21,12,4.17,7.43
3215,20,12,3.92,8.4
3216,22,12,4.55,8.18
3217,21,12,4.2,9.14
3218,22,12,4.34,9.27
3219,22,12,4.56,9.82
3220,20,12,3.76,11.4
3221,22,12,4.46,10.91
3222,21,12,4.14,12.0
3223,22,12,4.52,12.0
3224,21,12,3.91,13.14
3225,22,12,4.54,13.09
3226,21,12,3.96,14.29
3227,22,12,4.38,14.18
3228,21,12,4.14,15.43
3229,21,12,3.67,16.0
3230,20,12,3.61,17.4
3231,21,12,4.04,17.14
3232,21,12,3.95,17.71
3233,21,12,4.06,18.29
3234,21,12,3.75,18.86
3235,22,12,4.25,18.55
3236,21,12,3.97,20.0
3237,22,12,4.39,19.64
3238,21,12,3.97,21.14
3239,22,12,3.51,20.73
3240,21,13,2.91,22.33
3241,22,11,2.38,17.82
3242,21,10,1.9,15.05
3243,22,9,2.12,11.0
3244,23,8,2.33,7.35
3245,23,8,2.78,4.17
3246,22,7,2.89,1.09
3247,21,8,3.17,1.52
3248,21,8,3.64,1.9
3249,20,10,3.79,2.5
3250,21,10,4.16,2.86
3251,21,10,4.7,3.33
3252,19,10,4.27,4.21
3253,21,10,5.11,4.29
3254,19,10,4.7,5.26
3255,21,10,5.39,5.24
3256,20,10,5.03,6.0
3257,21,10,5.24,6.19
3258,20,10,4.91,7.0
3259,20,10,4.91,7.5
3260,20,10,4.78,8.0
3261,20,10,4.85,8.5
3262,20,10,4.7,9.0
3263,20,10,4.66,9.5
3264,20,10,4.81,10.0
3265,20,10,4.66,10.5
3266,20,10,4.88,11.0
3267,19,10,4.63,12.11
3268,19,10,4.09,12.63
3269,20,10,4.58,12.5
3270,20,10,4.45,13.0
3271,21,10,5.03,12.86
3272,20,10,4.73,14.0
3273,21,10,5.02,13.81
3274,19,10,4.46,15.79
3275,20,10,4.8,15.5
3276,20,10,4.67,16.0
3277,21,10,5.11,15.71
3278,20,10,4.59,17.0
3279,21,10,4.85,16.67
3280,21,10,4.55,17.14
3281,21,10,5.0,17.62
3282,20,10,4.81,19.0
3283,19,10,4.73,20.53
3284,21,10,5.02,19.05
3285,21,10,4.28,19.52
3286,21,8,3.35,15.62
3287,22,7,3.11,11.32
3288,22,5,2.88,7.64
3289,20,4,2.33,4.3
3290,20,3,2.73,0.35
3291,21,4,3.0,0.52
3292,21,5,3.03,0.76
3293,22,6,3.76,1.0
3294,22,8,3.81,1.36
3295,21,9,3.8,1.86
3296,22,11,3.92,2.27
3297,22,12,4.18,2.82
3298,22,12,4.09,3.36
3299,22,12,4.34,3.91
3300,21,12,4.15,4.67
3301,22,12,4.56,5.0
3302,21,12,4.35,5.81
3303,20,12,4.03,6.7
3304,22,12,4.69,6.64
3305,21,12,4.3,7.52
3306,22,12,4.53,7.73
3307,20,12,3.61,9.1
3308,21,12,4.1,9.24
3309,20,12,3.16,10.3
3310,21,12,3.75,10.38
3311,21,12,3.46,10.95
3312,22,12,3.87,11.0
3313,21,12,3.61,12.1
3314,23,12,4.04,11.57
3315,21,12,3.64,13.24
3316,22,12,4.17,13.18
3317,21,12,3.57,14.38
3318,22,12,4.18,14.27
3319,22,12,4.15,14.82
3320,22,12,4.22,15.36
3321,22,12,4.3,15.91
3322,21,12,3.87,17.24
3323,21,12,4.31,17.81
3324,22,12,4.48,17.55
3325,20,12,3.7,19.9
3326,22,12,4.18,18.64
3327,21,12,3.88,20.1
3328,21,12,3.67,20.67
3329,22,13,3.48,20.32
3330,21,13,2.35,21.9
3331,20,12,1.65,19.3
3332,22,11,1.55,14.27
3333,22,10,1.87,11.05
3334,22,9,1.86,7.82
3335,22,7,2.25,4.55
3336,22,7,3.02,1.27
3337,21,8,3.35,1.71
3338,21,8,3.96,2.1
3339,19,9,3.75,2.79
3340,20,10,4.3,3.15
3341,20,10,4.19,3.65
3342,21,10,4.96,3.95
3343,21,10,4.95,4.43
3344,21,10,5.07,4.9
3345,19,10,4.46,5.95
3346,21,10,4.99,5.86
3347,20,10,4.83,6.65
3348,20,10,4.87,7.15
3349,20,10,4.77,7.65
3350,20,10,4.86,8.15
3351,20,10,4.65,8.65
3352,21,10,5.05,8.71
3353,20,10,4.52,9.65
3354,21,10,4.86,9.67
3355,20,10,4.51,10.65
3356,21,10,4.72,10.62
3357,20,10,4.58,11.65
3358,21,10,5.15,11.57
3359,20,10,4.71,12.65
3360,21,10,5.31,12.52
3361,19,10,4.73,14.37
3362,20,10,5.05,14.15
3363,20,10,5.39,14.65
3364,20,10,4.86,15.15
3365,20,10,4.88,15.65
3366,19,10,4.41,17.0
3367,20,10,4.87,16.65
3368,20,10,4.81,17.15
3369,20,10,4.65,17.65
3370,20,10,4.5,18.15
3371,19,10,3.87,19.63
3372,20,10,4.46,19.15
3373,19,10,4.11,20.68
3374,21,10,3.92,19.19
3375,21,11,3.44,19.71
3376,22,10,2.77,15.18
3377,22,8,2.78,11.59
3378,22,7,2.54,7.91
3379,23,6,2.87,4.13
3380,21,6,2.48,0.86
3381,22,7,2.92,1.14
3382,21,9,3.07,1.62
3383,22,9,3.68,1.95
3384,21,11,3.35,2.57
3385,21,12,3.86,3.14
3386,22,12,3.92,3.55
3387,21,12,3.74,4.29
3388,22,12,4.32,4.64
3389,21,12,3.71,5.43
3390,21,12,3.93,6.0
3391,22,12,4.18,6.27
3392,21,12,3.96,7.14
3393,21,12,4.39,7.71
3394,22,12,4.7,7.91
3395,20,12,4.09,9.3
3396,22,12,4.5,9.0
3397,21,12,4.06,10.0
3398,22,12,4.23,10.09
3399,20,12,3.5,11.7
3400,21,12,4.07,11.71
3401,21,12,3.85,12.29
3402,21,12,3.97,12.86
3403,22,12,4.25,12.82
3404,22,12,4.27,13.36
3405,21,12,3.86,14.57
3406,22,12,4.1,14.45
3407,21,12,3.75,15.71
3408,21,12,3.79,16.29
3409,21,12,3.63,16.86
3410,22,12,4.11,16.64
3411,21,12,3.57,18.0
3412,22,12,4.08,17.73
3413,21,12,3.78,19.14
3414,21,12,4.01,19.71
3415,22,12,4.41,19.36
3416,21,12,4.11,20.86
3417,22,12,4.49,20.45
3418,21,12,3.95,22.0
3419,21,12,3.06,22.57
3420,21,12,2.51,23.14
3421,20,12,1.68,20.35
3422,22,10,1.72,15.0
3423,22,10,2.07,11.55
3424,22,9,2.04,8.09
3425,22,7,2.61,4.59
3426,22,6,3.4,1.09
3427,21,7,3.73,1.48
3428,21,9,4.43,1.9
3429,20,10,4.12,2.5
3430,21,10,4.48,2.86
3431,20,10,4.34,3.5
3432,21,10,4.58,3.81
3433,20,10,4.58,4.5
3434,21,10,5.12,4.76
3435,20,10,4.8,5.5
3436,20,10,4.96,6.0
3437,19,10,4.88,6.84
3438,20,10,5.07,7.0
3439,19,10,4.92,7.89
3440,20,10,4.96,8.0
3441,20,10,5.08,8.5
3442,19,10,4.61,9.47
3443,20,10,4.86,9.5
3444,20,10,4.78,10.0
3445,20,10,4.77,10.5
3446,20,10,4.79,11.0
3447,20,10,4.95,11.5
3448,20,10,4.59,12.0
3449,20,10,4.71,12.5
3450,20,10,4.8,13.0
3451,20,10,4.61,13.5
3452,21,10,5.25,13.33
3453,20,10,5.04,14.5
3454,21,10,5.55,14.29
3455,19,10,4.89,16.32
3456,20,10,5.02,16.0
3457,19,10,5.06,17.37
3458,20,10,5.11,17.0
3459,19,10,4.91,18.42
3460,20,10,4.88,18.0
3461,19,10,4.41,19.47
3462,19,10,4.4,20.0
3463,20,10,4.13,19.5
3464,21,11,4.33,19.1
3465,22,11,4.0,18.73
3466,20,10,3.06,16.6
3467,21,9,3.05,12.05
3468,21,7,2.5,8.29
3469,22,7,2.85,4.45
3470,21,6,2.97,1.0
3471,21,7,3.43,1.33
3472,21,7,3.42,1.67
3473,22,9,3.87,2.0
3474,21,11,3.49,2.62
3475,22,11,4.15,3.0
3476,22,12,4.08,3.55
3477,22,12,4.21,4.09
3478,21,12,4.0,4.86
3479,23,12,4.57,4.96
3480,21,12,4.32,6.0
3481,22,12,4.55,6.27
3482,21,12,4.23,7.14
3483,22,12,4.54,7.36
3484,21,12,4.08,8.29
3485,21,12,4.14,8.86
3486,22,12,4.29,9.0
3487,21,12,4.14,10.0
3488,22,12,4.23,10.09
3489,21,12,3.89,11.14
3490,20,12,3.69,12.3
3491,22,12,4.46,11.73
3492,20,12,3.84,13.5
3493,21,12,4.43,13.43
3494,21,12,4.05,14.0
3495,22,12,4.58,13.91
3496,20,12,3.83,15.9
3497,22,12,4.79,15.0
3498,20,12,4.05,17.1
3499,21,12,4.15,16.86
3500,20,12,3.76,18.3
3501,22,12,4.35,17.18
3502,21,12,3.93,18.57
3503,21,12,4.16,19.14
3504,22,12,4.38,18.82
3505,21,12,4.17,20.29
3506,21,12,3.99,20.86
3507,22,12,4.44,20.45
3508,20,12,3.76,23.1
3509,22,12,3.62,21.55
3510,21,12,2.79,23.14
3511,22,11,2.48,18.55
3512,21,9,2.03,15.67
3513,20,9,1.55,12.6
3514,22,8,1.73,7.95
3515,22,6,2.45,4.36
3516,21,6,2.7,0.9
3517,21,6,3.36,1.19
3518,21,8,3.9,1.57
3519,20,10,3.57,2.15
3520,20,10,4.06,2.65
3521,20,10,4.34,3.15
3522,20,10,4.38,3.65
3523,21,10,5.0,3.95
3524,19,10,4.63,4.89
3525,21,10,5.14,4.9
3526,20,10,5.19,5.65
3527,21,10,5.81,5.86
3528,19,10,5.23,7.0
3529,20,10,5.27,7.15
3530,20,10,5.26,7.65
3531,20,10,4.84,8.15
3532,20,10,5.02,8.65
3533,19,10,4.88,9.63
3534,20,10,5.1,9.65
3535,19,10,4.62,10.68
3536,18,10,4.19,11.83
3537,20,10,4.76,11.15
3538,19,10,4.6,12.26
3539,21,10,5.19,11.57
3540,20,10,4.88,12.65
3541,20,10,4.85,13.15
3542,20,10,4.82,13.65
3543,20,10,4.82,14.15
3544,20,10,4.57,14.65
3545,20,10,4.79,15.15
3546,20,10,5.1,15.65
3547,20,10,4.93,16.15
3548,20,10,5.25,16.65
3549,19,10,5.08,18.05
3550,19,10,4.83,18.58
3551,20,10,5.63,18.15
3552,18,10,4.87,20.72
3553,19,10,4.99,20.16
3554,19,10,4.32,20.68
3555,20,10,3.84,20.15
3556,21,9,3.11,15.43
3557,20,7,2.32,12.2
3558,20,7,1.76,8.35
3559,20,6,1.98,4.55
3560,21,5,2.34,0.67
3561,21,5,2.9,0.9
3562,21,7,2.81,1.24
3563,21,8,3.37,1.62
3564,23,9,4.27,1.87
3565,21,10,3.93,2.52
3566,23,12,4.44,2.83
3567,21,12,4.02,3.67
3568,22,12,4.16,4.05
3569,21,12,3.7,4.81
3570,21,12,3.9,5.38
3571,22,12,4.13,5.68
3572,21,12,3.72,6.52
3573,22,12,3.97,6.77
3574,22,12,4.05,7.32
3575,21,12,3.94,8.24
3576,22,12,4.11,8.41
3577,21,12,3.99,9.38
3578,21,12,4.25,9.95
3579,21,12,3.87,10.52
3580,21,12,4.05,11.1
3581,22,12,4.27,11.14
3582,21,12,3.81,12.24
3583,21,12,3.92,12.81
3584,22,12,4.2,12.77
3585,20,12,3.6,14.65
3586,21,12,4.3,14.52
3587,21,12,4.01,15.1
3588,22,12,4.47,14.95
3589,20,12,3.82,17.05
3590,22,12,4.5,16.05
3591,20,12,3.84,18.25
3592,21,12,4.05,17.95
3593,20,12,3.73,19.45
3594,21,12,4.28,19.1
3595,21,12,4.03,19.67
3596,21,12,4.24,20.24
3597,22,12,4.26,19.86
3598,22,12,4.1,20.41
3599,22,13,3.54,21.0
3600,22,13,2.81,21.59
3601,21,12,1.68,19.0
3602,22,11,1.76,14.68
3603,21,10,1.42,11.86
3604,22,9,1.8,7.95
3605,22,8,2.24,4.64
3606,22,8,2.91,1.36
3607,21,8,3.3,1.81
3608,21,9,3.86,2.24
3609,20,9,4.16,2.8
3610,21,10,4.49,3.14
3611,21,10,4.85,3.62
3612,20,10,4.41,4.3
3613,21,10,4.95,4.57
3614,21,10,4.73,5.05
3615,21,10,4.93,5.52
3616,20,10,4.72,6.3
3617,19,10,4.55,7.16
3618,20,10,4.74,7.3
3619,19,10,4.34,8.21
3620,20,10,4.54,8.3
3621,20,10,4.55,8.8
3622,20,10,4.81,9.3
3623,20,10,4.55,9.8
3624,20,10,4.58,10.3
3625,20,10,4.89,10.8
3626,20,10,4.68,11.3
3627,21,10,5.15,11.24
3628,19,10,4.47,12.95
3629,20,10,4.74,12.8
3630,20,10,5.02,13.3
3631,20,10,4.76,13.8
3632,20,10,4.9,14.3
3633,21,10,4.94,14.1
3634,20,10,4.64,15.3
3635,21,10,5.15,15.05
3636,20,10,4.69,16.3
3637,21,10,5.31,16.0
3638,20,10,5.06,17.3
3639,20,10,4.92,17.8
3640,19,10,4.76,19.26
3641,19,10,5.01,19.79
3642,20,10,5.1,19.3
3643,19,10,4.78,20.84
3644,21,10,4.86,19.33
3645,19,11,3.36,21.95
3646,20,9,2.28,16.75
3647,20,8,2.09,12.7
3648,20,8,1.63,8.75
3649,21,6,1.88,4.57
3650,21,6,2.35,0.86
3651,22,7,2.83,1.14
3652,21,8,2.96,1.57
3653,23,9,3.55,1.83
3654,22,10,3.59,2.36
3655,21,11,3.52,3.0
3656,22,12,3.49,3.41
3657,21,12,3.42,4.14
3658,21,12,3.55,4.71
3659,22,12,3.76,5.05
3660,22,12,3.78,5.59
3661,22,12,3.53,6.14
3662,23,12,3.97,6.39
3663,21,12,3.52,7.57
3664,23,12,4.14,7.43
3665,22,12,4.15,8.32
3666,22,12,4.37,8.86
3667,22,12,4.35,9.41
3668,21,12,4.2,10.43
3669,22,12,4.51,10.5
3670,21,12,4.12,11.57
3671,21,12,4.39,12.14
3672,21,12,3.97,12.71
3673,20,12,3.84,13.95
3674,21,12,4.57,13.86
3675,20,12,4.01,15.15
3676,21,12,4.65,15.0
3677,21,12,4.3,15.57
3678,20,12,3.93,16.95
3679,22,12,4.61,15.95
3680,21,12,4.2,17.29
3681,21,12,4.17,17.86
3682,22,12,4.37,17.59
3683,21,12,4.01,19.0
3684,22,12,4.26,18.68
3685,21,12,3.78,20.14
3686,21,12,3.79,20.71
3687,22,12,3.95,20.32
3688,21,12,3.6,21.86
3689,22,12,3.11,21.41
3690,22,13,2.37,22.0
3691,21,12,1.52,19.38
3692,22,10,1.46,15.0
3693,23,10,1.61,11.04
3694,22,9,1.7,8.09
3695,22,8,2.22,4.64
3696,22,7,2.93,1.23
3697,21,9,3.37,1.71
3698,21,10,4.12,2.19
3699,19,10,3.86,2.95
3700,21,10,4.77,3.14
3701,20,10,4.65,3.8
3702,21,10,4.96,4.1
3703,20,10,4.75,4.8
3704,20,10,5.11,5.3
3705,20,10,5.02,5.8
3706,21,10,5.52,6.0
3707,20,10,5.01,6.8
3708,20,10,5.16,7.3
3709,19,10,5.03,8.21
3710,20,10,5.02,8.3
3711,20,10,5.12,8.8
3712,20,10,4.65,9.3
3713,20,10,4.74,9.8
3714,19,10,4.57,10.84
3715,20,10,4.93,10.8
3716,20,10,5.04,11.3
3717,19,10,4.74,12.42
3718,19,10,4.19,12.95
3719,19,10,4.21,13.47
3720,21,10,4.69,12.67
3721,20,10,4.5,13.8
3722,22,10,4.92,13.0
3723,20,10,4.35,14.8
3724,21,10,5.04,14.57
3725,20,10,4.43,15.8
3726,21,10,5.1,15.52
3727,20,10,4.93,16.8
3728,20,10,4.86,17.3
3729,20,10,5.06,17.8
3730,19,10,4.83,19.26
3731,20,10,5.0,18.8
3732,20,10,5.22,19.3
3733,20,10,5.11,19.8
3734,20,10,5.01,20.3
3735,20,10,4.46,20.8
3736,20,8,3.77,16.65
3737,22,7,3.7,11.5
3738,20,6,2.93,8.55
3739,20,5,2.59,4.55
3740,20,4,3.0,0.5
3741,21,5,3.44,0.71
3742,20,7,3.38,1.1
3743,23,8,3.74,1.3
3744,22,8,3.92,1.73
3745,22,9,4.03,2.14
3746,22,11,3.98,2.64
3747,21,11,4.07,3.29
3748,22,12,4.42,3.68
3749,21,12,4.27,4.43
3750,22,12,4.59,4.77
3751,20,12,3.88,5.85
3752,21,12,4.33,6.14
3753,22,12,4.51,6.41
3754,21,12,4.35,7.29
3755,20,12,4.16,8.25
3756,21,12,4.43,8.43
3757,20,12,4.04,9.45
3758,22,12,4.36,9.14
3759,20,12,3.85,10.65
3760,21,12,4.27,10.71
3761,20,12,3.73,11.85
3762,21,12,4.26,11.86
3763,22,12,4.42,11.86
3764,21,12,4.3,13.0
3765,22,12,4.52,12.95
3766,21,12,4.09,14.14
3767,21,12,3.86,14.71
3768,22,12,4.38,14.59
3769,20,12,3.78,16.65
3770,22,12,4.34,15.68
3771,21,12,4.06,17.0
3772,21,12,4.08,17.57
3773,21,12,3.77,18.14
3774,21,12,3.96,18.71
3775,20,12,3.78,20.25
3776,22,12,4.37,18.95
3777,21,12,4.08,20.43
3778,21,12,4.08,21.0
3779,21,12,3.7,21.57
3780,21,12,3.05,22.14
3781,21,10,2.43,18.48
3782,21,9,1.82,14.86
3783,22,9,2.08,10.82
3784,23,7,2.1,7.04
3785,23,7,2.6,3.91
3786,22,7,2.63,0.86
3787,21,7,2.99,1.24
3788,21,9,3.81,1.67
3789,20,10,4.06,2.25
3790,21,10,4.44,2.62
3791,21,10,4.88,3.1
3792,19,10,4.42,3.95
3793,21,10,5.01,4.05
3794,19,10,4.58,5.0
3795,21,10,5.41,5.0
3796,20,10,5.05,5.75
3797,20,10,4.68,6.25
3798,20,10,4.83,6.75
3799,21,10,5.41,6.9
3800,20,10,4.94,7.75
3801,20,10,5.06,8.25
3802,20,10,4.83,8.75
3803,20,10,4.78,9.25
3804,20,10,4.9,9.75
3805,20,10,4.58,10.25
3806,20,10,4.71,10.75
3807,20,10,4.77,11.25
3808,19,10,4.15,12.37
3809,20,10,4.6,12.25
3810,20,10,4.24,12.75
3811,20,10,4.17,13.25
3812,20,10,4.18,13.75
3813,21,10,4.35,13.57
3814,21,10,4.51,14.05
3815,21,10,4.74,14.52
3816,21,10,4.74,15.0
3817,21,10,4.85,15.48
3818,19,10,4.58,17.63
3819,21,10,5.42,16.43
3820,20,10,5.31,17.75
3821,19,10,5.02,19.21
3822,20,10,5.29,18.75
3823,19,10,4.73,20.26
