Time,Simulation_Step,Vehicle_Count,Queue_Length,Halting_Vehicles,Traffic_Density,Lane_Occupancy,Average_Speed,Maximum_Speed,Minimum_Speed,Average_Acceleration,Average_Waiting_Time,Maximum_Waiting_Time,Current_TLS_Phase,Remaining_Green_Time,North_Count,South_Count,East_Count,West_Count,Car_Count,Bus_Count,Truck_Count,Motorcycle_Count,Emergency_Vehicle_Count,Total_CO2_Emission,Total_Fuel_Consumption,Total_NOx_Emission,Total_PMx_Emission,Average_Travel_Time,Average_Delay,Intersection_Throughput,Congestion_Level,Recommended_Green_Time
3756,3756,21,12,12,56.66,0.29,4.43,13.76,0.0,0.27,8.43,20.0,2,21.0,4,2,0,0,21,0,0,0,0,50669.43,16426.45,18.26,2.45,13.0,11.57,1,2,50
3757,3757,20,12,12,53.96,0.26,4.04,14.0,0.0,0.08,9.45,21.0,2,20.0,3,1,0,0,20,0,0,0,0,40035.82,12979.23,14.9,1.94,7.0,12.8,1,2,50
3758,3758,22,12,12,59.36,0.29,4.36,13.56,0.0,-0.13,9.14,22.0,2,19.0,5,1,0,0,22,0,0,0,0,31865.45,10330.53,12.13,1.37,0.0,12.28,0,2,50
3759,3759,20,12,12,53.96,0.27,3.85,13.6,0.0,0.34,10.65,23.0,2,18.0,3,1,0,0,20,0,0,0,0,48355.35,15676.23,17.15,1.96,10.5,13.97,2,2,50
3760,3760,21,12,12,56.66,0.27,4.27,13.44,0.0,0.03,10.71,24.0,2,17.0,4,1,0,0,21,0,0,0,0,34884.49,11309.26,13.05,1.77,0.0,13.98,0,2,50
3761,3761,20,12,12,53.96,0.28,3.73,13.42,0.0,0.2,11.85,25.0,2,16.0,3,1,0,0,20,0,0,0,0,43811.18,14203.12,16.06,1.87,10.0,15.12,2,2,50
3762,3762,21,12,12,56.66,0.27,4.26,13.76,0.0,0.16,11.86,26.0,2,15.0,4,1,0,0,21,0,0,0,0,47109.09,15272.24,17.1,2.03,0.0,15.05,0,2,50
3763,3763,22,12,12,59.36,0.3,4.42,13.5,0.0,0.06,11.86,27.0,2,14.0,4,2,0,0,22,0,0,0,0,42934.32,13918.91,16.01,2.4,0.0,15.02,0,2,50
3764,3764,21,12,12,56.66,0.27,4.3,12.78,0.0,0.25,13.0,28.0,2,13.0,4,1,0,0,21,0,0,0,0,46331.96,15020.33,16.83,2.23,11.0,16.16,2,2,50
3765,3765,22,12,12,59.36,0.29,4.52,14.09,0.0,0.11,12.95,29.0,2,12.0,4,2,0,0,22,0,0,0,0,48064.52,15581.98,17.64,2.19,0.0,16.08,0,2,50
3766,3766,21,12,12,56.66,0.29,4.09,13.03,0.0,-0.0,14.14,30.0,2,11.0,5,2,0,0,21,0,0,0,0,42775.13,13867.23,15.68,1.74,10.5,17.29,2,2,50
3767,3767,21,12,12,56.66,0.27,3.86,14.77,0.0,0.05,14.71,31.0,2,10.0,4,1,0,0,21,0,0,0,0,43419.84,14076.26,16.25,1.96,7.0,17.92,1,2,50
3768,3768,22,12,12,59.36,0.29,4.38,14.64,0.0,0.11,14.59,32.0,2,9.0,5,2,0,0,22,0,0,0,0,41758.91,13537.81,15.28,1.97,0.0,17.79,0,2,50
3769,3769,20,12,12,53.96,0.26,3.78,13.82,0.0,0.35,16.65,33.0,2,8.0,3,1,0,0,20,0,0,0,0,50848.85,16484.62,18.54,2.45,10.0,20.0,2,2,50
3770,3770,22,12,12,59.36,0.3,4.34,13.87,0.0,0.07,15.68,34.0,2,7.0,5,2,0,0,22,0,0,0,0,39868.12,12924.92,14.93,2.4,0.0,18.82,0,2,50
3771,3771,21,12,12,56.66,0.27,4.06,14.25,0.0,0.16,17.0,35.0,2,6.0,4,1,0,0,21,0,0,0,0,42355.77,13731.33,15.47,2.38,7.0,20.4,1,2,50
3772,3772,21,12,12,56.66,0.29,4.08,14.03,0.0,0.01,17.57,36.0,2,5.0,4,2,0,0,21,0,0,0,0,34385.94,11147.65,12.79,2.15,14.0,20.85,1,2,50
3773,3773,21,12,12,56.66,0.27,3.77,13.49,0.0,0.07,18.14,37.0,2,4.0,4,1,0,0,21,0,0,0,0,36107.75,11705.81,13.39,1.44,7.0,21.52,1,2,50
3774,3774,21,12,12,56.66,0.28,3.96,13.91,0.0,0.17,18.71,38.0,2,3.0,4,1,0,0,21,0,0,0,0,41850.54,13567.51,15.18,1.77,6.0,22.19,1,2,50
3775,3775,20,12,12,53.96,0.25,3.78,13.23,0.0,0.15,20.25,39.0,2,2.0,3,1,0,0,20,0,0,0,0,38282.44,12410.79,13.89,1.49,14.0,23.8,1,2,50
3776,3776,22,12,12,59.36,0.3,4.37,13.22,0.0,0.1,18.95,40.0,2,1.0,5,2,0,0,22,0,0,0,0,44233.23,14339.98,16.14,2.59,0.0,22.29,0,2,50
3777,3777,21,12,12,56.66,0.27,4.08,13.59,0.0,0.09,20.43,41.0,2,0.0,3,1,0,0,21,0,0,0,0,38349.41,12432.48,13.86,1.38,7.0,24.02,1,2,50
3778,3778,21,12,12,56.66,0.28,4.08,13.75,0.0,0.1,21.0,42.0,3,0.0,4,2,0,0,21,0,0,0,0,45841.93,14861.45,16.54,2.21,15.0,24.48,1,2,50
3779,3779,21,12,12,56.66,0.29,3.7,13.43,0.0,0.02,21.57,43.0,3,0.0,5,1,0,0,21,0,0,0,0,45099.41,14620.76,16.66,2.1,7.0,25.13,1,2,50
3780,3780,21,12,12,56.66,0.3,3.05,13.11,0.0,-0.26,22.14,44.0,3,0.0,6,1,0,0,21,0,0,0,0,38702.0,12546.77,13.82,1.22,15.0,25.61,1,2,50
3781,3781,21,10,10,56.66,0.29,2.43,13.28,0.0,-0.17,18.48,43.0,0,41.0,7,0,0,0,21,0,0,0,0,39009.96,12646.7,14.44,1.32,7.0,26.37,1,2,50
3782,3782,21,9,9,56.66,0.28,1.82,10.57,0.0,-0.1,14.86,42.0,0,40.0,8,0,0,0,21,0,0,0,0,39838.9,12915.23,13.93,1.02,15.0,26.89,1,2,50
3783,3783,22,9,9,59.36,0.29,2.08,11.4,0.0,0.28,10.82,42.0,0,39.0,9,1,0,0,22,0,0,0,0,46668.49,15129.23,15.03,1.11,0.0,26.48,0,2,50
3784,3784,23,7,7,62.06,0.32,2.1,10.46,0.0,0.05,7.04,40.0,0,38.0,10,1,0,0,23,0,0,0,0,42119.24,13654.52,14.68,1.03,0.0,26.12,0,2,50
3785,3785,23,7,7,62.06,0.31,2.6,11.15,0.0,0.5,3.91,40.0,0,37.0,10,1,0,0,23,0,0,0,0,58103.54,18836.28,18.6,1.8,0.0,26.91,0,1,35
3786,3786,22,7,7,59.36,0.31,2.63,11.59,0.0,0.42,0.86,5.0,0,36.0,10,2,0,0,22,0,0,0,0,52950.5,17165.89,17.96,1.64,16.0,28.74,1,1,35
3787,3787,21,7,7,56.66,0.29,2.99,13.6,0.0,0.7,1.24,6.0,0,35.0,10,1,0,0,21,0,0,0,0,59290.75,19221.19,19.41,1.89,59.0,28.38,1,1,35
3788,3788,21,9,9,56.66,0.28,3.81,13.83,0.0,0.81,1.67,7.0,0,34.0,10,2,0,0,21,0,0,0,0,64816.11,21012.41,20.96,2.44,0.0,29.12,0,2,50
3789,3789,20,10,10,53.96,0.28,4.06,14.06,0.0,0.56,2.25,8.0,0,33.0,10,1,0,0,20,0,0,0,0,56933.71,18457.14,19.04,2.44,58.0,28.73,1,2,50
3790,3790,21,10,10,56.66,0.28,4.44,13.5,0.0,0.61,2.62,9.0,0,32.0,10,1,0,0,21,0,0,0,0,64925.86,21048.08,22.01,2.9,58.0,25.65,1,2,50
3791,3791,21,10,10,56.66,0.29,4.88,13.62,0.0,0.44,3.1,10.0,0,31.0,10,2,0,0,21,0,0,0,0,57401.39,18608.81,20.04,2.75,0.0,26.32,0,2,50
3792,3792,19,10,10,51.27,0.26,4.42,13.38,0.0,0.4,3.95,11.0,0,30.0,10,1,0,0,19,0,0,0,0,50596.46,16402.77,17.88,2.49,58.5,24.46,2,2,50
3793,3793,21,10,10,56.66,0.28,5.01,15.6,0.0,0.32,4.05,12.0,0,29.0,10,2,0,0,21,0,0,0,0,53533.41,17354.86,19.45,2.59,0.0,22.75,0,1,35
3794,3794,19,10,10,51.27,0.27,4.58,14.29,0.0,0.45,5.0,13.0,0,28.0,10,1,0,0,19,0,0,0,0,53148.51,17230.05,18.57,2.26,58.5,20.39,2,2,50
3795,3795,21,10,10,56.66,0.27,5.41,14.42,0.0,0.37,5.0,14.0,0,27.0,10,1,0,0,21,0,0,0,0,56088.49,18183.21,20.29,3.31,0.0,19.01,0,1,35
3796,3796,20,10,10,53.96,0.28,5.05,14.26,0.0,0.1,5.75,15.0,0,26.0,10,2,0,0,20,0,0,0,0,40894.65,13257.64,15.06,2.55,59.0,18.13,1,1,35
3797,3797,20,10,10,53.96,0.27,4.68,13.39,0.0,-0.01,6.25,16.0,0,25.0,10,1,0,0,20,0,0,0,0,36732.02,11908.16,13.33,2.08,59.0,13.62,2,2,50
3798,3798,20,10,10,53.96,0.27,4.83,13.75,0.0,0.15,6.75,17.0,0,24.0,10,1,0,0,20,0,0,0,0,43290.49,14034.33,15.61,2.77,0.0,14.25,0,2,50
3799,3799,21,10,10,56.66,0.29,5.41,13.4,0.0,0.17,6.9,18.0,0,23.0,10,2,0,0,21,0,0,0,0,39914.83,12939.95,14.15,2.13,0.0,14.19,0,1,35
3800,3800,20,10,10,53.96,0.27,4.94,13.54,0.0,0.12,7.75,19.0,0,22.0,10,1,0,0,20,0,0,0,0,37998.49,12318.71,13.62,2.03,58.0,10.6,2,2,50
3801,3801,20,10,10,53.96,0.27,5.06,13.99,0.0,0.15,8.25,20.0,0,21.0,10,2,0,0,20,0,0,0,0,44397.96,14393.35,16.18,2.8,11.0,11.08,1,1,35
3802,3802,20,10,10,53.96,0.28,4.83,13.31,0.0,0.02,8.75,21.0,0,20.0,10,1,0,0,20,0,0,0,0,34548.59,11200.3,12.34,1.57,12.0,11.4,1,2,50
3803,3803,20,10,10,53.96,0.26,4.78,13.65,0.0,0.03,9.25,22.0,0,19.0,10,1,0,0,20,0,0,0,0,37714.78,12226.78,13.94,2.52,10.0,11.99,1,2,50
3804,3804,20,10,10,53.96,0.29,4.9,13.96,0.0,0.12,9.75,23.0,0,18.0,10,2,0,0,20,0,0,0,0,39778.82,12895.88,14.54,2.31,0.0,12.62,0,2,50
3805,3805,20,10,10,53.96,0.27,4.58,13.45,0.0,0.1,10.25,24.0,0,17.0,10,1,0,0,20,0,0,0,0,33971.7,11013.3,12.25,1.78,11.0,12.94,2,2,50
3806,3806,20,10,10,53.96,0.28,4.71,13.77,0.0,0.13,10.75,25.0,0,16.0,10,2,0,0,20,0,0,0,0,38269.25,12406.48,13.67,1.82,0.0,13.59,0,2,50
3807,3807,20,10,10,53.96,0.29,4.77,13.83,0.0,0.14,11.25,26.0,0,15.0,10,2,0,0,20,0,0,0,0,41994.56,13614.15,14.79,2.01,10.0,14.18,1,2,50
3808,3808,19,10,10,51.27,0.26,4.15,12.12,0.0,0.15,12.37,27.0,0,14.0,10,1,0,0,19,0,0,0,0,37528.39,12166.33,13.54,1.88,11.0,15.27,2,2,50
3809,3809,20,10,10,53.96,0.27,4.6,11.98,0.0,0.08,12.25,28.0,0,13.0,10,2,0,0,20,0,0,0,0,38132.47,12362.17,13.98,2.16,0.0,15.16,0,2,50
3810,3810,20,10,10,53.96,0.27,4.24,12.82,0.0,-0.02,12.75,29.0,0,12.0,10,1,0,0,20,0,0,0,0,36602.05,11866.05,13.5,2.02,13.0,15.51,1,2,50
3811,3811,20,10,10,53.96,0.26,4.17,11.22,0.0,-0.04,13.25,30.0,0,11.0,10,1,0,0,20,0,0,0,0,29257.49,9485.05,10.99,1.45,10.0,16.16,1,2,50
3812,3812,20,10,10,53.96,0.28,4.18,11.77,0.0,0.01,13.75,31.0,0,10.0,10,2,0,0,20,0,0,0,0,31734.55,10288.07,11.91,1.75,0.0,16.87,0,2,50
3813,3813,21,10,10,56.66,0.28,4.35,12.02,0.0,0.04,13.57,32.0,0,9.0,10,1,0,0,21,0,0,0,0,35350.36,11460.25,12.95,1.83,13.0,16.47,1,2,50
3814,3814,21,10,10,56.66,0.28,4.51,13.08,0.0,0.16,14.05,33.0,0,8.0,10,1,0,0,21,0,0,0,0,43249.68,14021.07,15.47,2.12,0.0,17.14,0,2,50
3815,3815,21,10,10,56.66,0.29,4.74,12.03,0.0,0.19,14.52,34.0,0,7.0,10,2,0,0,21,0,0,0,0,42875.84,13899.85,15.06,1.92,12.0,17.77,1,2,50
3816,3816,21,10,10,56.66,0.28,4.74,12.76,0.0,0.21,15.0,35.0,0,6.0,10,1,0,0,21,0,0,0,0,46205.29,14979.23,16.57,2.29,14.0,18.15,1,2,50
3817,3817,21,10,10,56.66,0.28,4.85,12.57,0.0,0.12,15.48,36.0,0,5.0,10,2,0,0,21,0,0,0,0,45402.46,14718.96,16.24,2.23,12.0,18.69,1,2,50
3818,3818,19,10,10,51.27,0.27,4.58,13.44,0.0,0.38,17.63,37.0,0,4.0,10,1,0,0,19,0,0,0,0,50604.08,16405.19,17.84,2.25,12.0,20.86,2,2,50
3819,3819,21,10,10,56.66,0.27,5.42,14.93,0.0,0.33,16.43,38.0,0,3.0,10,1,0,0,21,0,0,0,0,57205.83,18545.42,20.66,3.22,0.0,19.46,0,2,50
3820,3820,20,10,10,53.96,0.29,5.31,14.51,0.0,0.37,17.75,39.0,0,2.0,10,2,0,0,20,0,0,0,0,55655.69,18042.89,19.84,3.06,11.0,20.93,1,2,50
3821,3821,19,10,10,51.27,0.25,5.02,13.87,0.0,0.1,19.21,40.0,0,1.0,10,1,0,0,19,0,0,0,0,38162.97,12372.01,13.84,1.84,11.5,22.18,2,2,50
3822,3822,20,10,10,53.96,0.28,5.29,14.24,0.0,0.15,18.75,41.0,0,0.0,10,2,0,0,20,0,0,0,0,47418.63,15372.56,17.06,2.44,0.0,21.68,0,2,50
3823,3823,19,10,10,51.27,0.26,4.73,13.9,0.0,-0.17,20.26,42.0,1,0.0,10,1,0,0,19,0,0,0,0,43694.53,14165.26,15.79,2.29,11.5,23.09,2,2,50
3824,3824,21,10,10,56.66,0.3,4.67,13.9,0.0,-0.31,18.81,43.0,1,0.0,10,1,0,0,21,0,0,0,0,34994.73,11344.94,13.02,1.67,0.0,21.53,0,2,50
3825,3825,20,11,11,53.96,0.29,3.67,13.59,0.0,-0.57,20.3,44.0,1,0.0,10,1,0,0,20,0,0,0,0,31489.92,10208.73,11.78,1.04,10.0,23.31,1,2,50
3826,3826,21,9,9,56.66,0.29,2.76,13.13,0.0,-0.45,15.62,44.0,2,41.0,8,0,0,0,21,0,0,0,0,31487.05,10207.74,10.93,0.87,13.0,22.66,1,2,50
3827,3827,20,7,7,53.96,0.26,2.34,13.75,0.0,0.1,12.45,43.0,2,40.0,8,0,0,0,20,0,0,0,0,41658.15,13504.92,13.19,1.13,10.0,24.59,1,2,50
3828,3828,20,7,7,53.96,0.27,1.87,5.92,0.0,0.12,8.55,43.0,2,39.0,8,0,0,0,20,0,0,0,0,35997.56,11669.9,11.74,0.81,9.0,25.36,1,2,50
3829,3829,21,6,6,56.66,0.29,2.12,8.28,0.0,0.32,4.43,42.0,2,38.0,6,1,0,0,21,0,0,0,0,50995.66,16532.05,16.3,1.28,0.0,24.94,0,2,50
3830,3830,21,4,4,56.66,0.28,2.46,10.19,0.0,0.35,0.67,6.0,2,37.0,6,1,0,0,21,0,0,0,0,47347.25,15349.3,15.52,1.5,0.0,25.74,0,2,50
3831,3831,21,6,6,56.66,0.3,3.18,12.17,0.0,0.72,0.95,7.0,2,36.0,5,2,0,0,21,0,0,0,0,60823.92,19718.22,19.95,2.14,0.0,26.52,0,1,35
3832,3832,21,8,8,56.66,0.27,3.25,14.13,0.0,0.6,1.33,8.0,2,35.0,4,1,0,0,21,0,0,0,0,59402.17,19257.35,19.98,2.13,56.0,24.87,1,2,50
3833,3833,23,9,9,62.06,0.32,3.91,13.44,0.0,0.42,1.61,9.0,2,34.0,6,2,0,0,23,0,0,0,0,57291.95,18573.35,19.79,2.4,0.0,23.36,0,2,50
3834,3834,21,11,11,56.66,0.28,3.37,11.88,0.0,0.34,2.29,10.0,2,33.0,5,1,0,0,21,0,0,0,0,51034.02,16544.7,18.4,2.2,58.5,21.48,2,2,50
3835,3835,21,12,12,56.66,0.29,3.57,12.02,0.0,0.2,2.86,11.0,2,32.0,4,2,0,0,21,0,0,0,0,43233.94,14016.0,15.65,1.7,0.0,22.21,0,2,50
3836,3836,22,12,12,59.36,0.29,3.71,12.59,0.0,0.24,3.27,12.0,2,31.0,5,1,0,0,22,0,0,0,0,47764.83,15484.88,17.31,2.33,56.0,19.7,1,2,50
3837,3837,21,12,12,56.66,0.3,3.91,14.22,0.0,0.6,4.0,13.0,2,30.0,4,2,0,0,21,0,0,0,0,64592.79,20940.16,22.59,2.78,61.0,18.9,1,2,50
3838,3838,21,12,12,56.66,0.27,4.19,12.92,0.0,0.45,4.57,14.0,2,29.0,4,1,0,0,21,0,0,0,0,56865.11,18434.98,20.15,2.71,56.0,17.16,1,2,50
3839,3839,22,12,12,59.36,0.31,4.63,12.81,0.0,0.33,4.91,15.0,2,28.0,5,2,0,0,22,0,0,0,0,54526.11,17676.77,19.73,3.15,0.0,17.03,0,2,50
3840,3840,21,12,12,56.66,0.27,4.41,13.38,0.0,0.21,5.71,16.0,2,27.0,4,1,0,0,21,0,0,0,0,46163.37,14965.68,16.83,2.35,58.5,13.71,2,2,50
3841,3841,21,12,12,56.66,0.28,4.25,14.53,0.0,0.13,6.29,17.0,2,26.0,4,1,0,0,21,0,0,0,0,43156.41,13990.91,16.22,2.49,8.0,14.31,1,2,50
3842,3842,21,12,12,56.66,0.28,4.23,13.28,0.0,0.1,6.86,18.0,2,25.0,4,1,0,0,21,0,0,0,0,43259.93,14024.44,15.9,2.38,61.0,12.48,1,2,50
3843,3843,21,12,12,56.66,0.28,4.04,15.35,0.0,0.17,7.43,19.0,2,24.0,4,1,0,0,21,0,0,0,0,51595.52,16726.68,19.09,2.52,7.0,13.13,1,2,50
3844,3844,21,12,12,56.66,0.28,4.0,14.15,0.0,0.12,8.0,20.0,2,23.0,5,2,0,0,21,0,0,0,0,43301.09,14037.75,16.0,2.03,61.0,11.32,1,2,50
3845,3845,20,12,12,53.96,0.26,3.89,14.49,0.0,0.36,9.0,21.0,2,22.0,3,1,0,0,20,0,0,0,0,53256.45,17265.1,19.51,2.25,7.0,12.56,1,2,50
3846,3846,22,12,12,59.36,0.3,4.68,15.14,0.0,0.27,8.73,22.0,2,21.0,5,2,0,0,22,0,0,0,0,50947.91,16516.76,18.51,2.78,0.0,12.07,0,2,50
3847,3847,20,12,12,53.96,0.27,4.05,14.64,0.0,0.35,10.2,23.0,2,20.0,3,1,0,0,20,0,0,0,0,50225.38,16282.48,18.22,2.35,10.5,13.66,2,2,50
3848,3848,20,12,12,53.96,0.27,4.1,14.24,0.0,0.13,10.8,24.0,2,19.0,4,1,0,0,20,0,0,0,0,37031.95,12005.42,13.82,1.64,6.0,14.3,1,2,50
3849,3849,21,12,12,56.66,0.27,4.26,14.57,0.0,0.05,10.86,25.0,2,18.0,4,1,0,0,21,0,0,0,0,37542.53,12170.97,14.12,2.12,0.0,14.29,0,2,50
3850,3850,20,12,12,53.96,0.27,3.91,13.25,0.0,0.21,12.0,26.0,2,17.0,4,1,0,0,20,0,0,0,0,43690.6,14164.02,15.79,1.89,10.0,15.46,2,2,50
3851,3851,20,12,12,53.96,0.26,3.96,14.19,0.0,0.05,12.6,27.0,2,16.0,3,1,0,0,20,0,0,0,0,38769.12,12568.53,14.33,1.5,0.0,16.18,0,2,50
3852,3852,20,12,12,53.96,0.26,3.7,12.55,0.0,0.24,13.2,28.0,2,15.0,4,1,0,0,20,0,0,0,0,44808.69,14526.51,16.32,2.13,9.5,16.6,2,2,50
3853,3853,20,12,12,53.96,0.27,3.98,13.88,0.0,0.28,13.8,29.0,2,14.0,4,1,0,0,20,0,0,0,0,46015.43,14917.66,16.43,1.73,0.0,17.29,0,2,50
3854,3854,22,12,12,59.36,0.29,4.56,13.82,0.0,0.1,13.09,30.0,2,13.0,5,1,0,0,22,0,0,0,0,44580.13,14452.44,16.34,2.46,0.0,16.35,0,2,50
3855,3855,20,12,12,53.96,0.26,3.92,13.09,0.0,0.22,15.0,31.0,2,12.0,3,1,0,0,20,0,0,0,0,44547.16,14441.69,16.35,1.84,10.5,18.43,2,2,50
3856,3856,22,12,12,59.36,0.29,4.44,12.84,0.0,-0.01,14.18,32.0,2,11.0,5,1,0,0,22,0,0,0,0,36204.05,11737.04,13.54,1.83,0.0,17.4,0,2,50
3857,3857,22,12,12,59.36,0.29,4.48,13.6,0.0,0.04,14.73,33.0,2,10.0,3,2,0,0,22,0,0,0,0,42181.61,13674.84,15.55,1.86,0.0,18.05,0,2,50
3858,3858,21,12,12,56.66,0.27,4.23,12.94,0.0,0.09,16.0,34.0,2,9.0,4,1,0,0,21,0,0,0,0,40363.87,13085.57,14.79,1.83,11.5,19.31,2,2,50
3859,3859,21,12,12,56.66,0.29,4.22,14.82,0.0,0.25,16.57,35.0,2,8.0,4,1,0,0,21,0,0,0,0,49200.75,15950.36,18.18,2.61,7.0,19.93,1,2,50
3860,3860,21,12,12,56.66,0.27,4.43,13.46,0.0,0.33,17.14,36.0,2,7.0,4,1,0,0,21,0,0,0,0,50384.18,16333.98,18.14,2.59,14.0,20.33,1,2,50
3861,3861,21,12,12,56.66,0.28,4.14,13.84,0.0,-0.01,17.71,37.0,2,6.0,4,1,0,0,21,0,0,0,0,33817.46,10963.31,12.79,1.4,7.0,21.0,1,2,50
3862,3862,21,12,12,56.66,0.27,4.16,12.93,0.0,0.08,18.29,38.0,2,5.0,4,1,0,0,21,0,0,0,0,43212.45,14009.01,15.61,1.85,13.0,21.46,1,2,50
3863,3863,20,12,12,53.96,0.25,3.97,14.68,0.0,0.16,19.8,39.0,2,4.0,3,1,0,0,20,0,0,0,0,47374.56,15358.29,17.4,2.12,7.0,23.21,1,2,50
3864,3864,21,12,12,56.66,0.28,4.2,13.35,0.0,0.18,19.43,40.0,2,3.0,5,2,0,0,21,0,0,0,0,44958.38,14575.05,16.65,2.03,12.0,22.61,1,2,50
3865,3865,20,12,12,53.96,0.25,3.92,13.56,0.0,0.17,21.0,41.0,2,2.0,3,1,0,0,20,0,0,0,0,44849.96,14539.82,16.12,1.54,7.0,24.4,1,2,50
3866,3866,22,12,12,59.36,0.3,4.58,14.06,0.0,0.17,19.64,42.0,2,1.0,5,2,0,0,22,0,0,0,0,49219.51,15956.41,17.78,2.26,0.0,22.82,0,2,50
3867,3867,20,12,12,53.96,0.26,3.98,13.98,0.0,0.28,22.2,43.0,2,0.0,3,1,0,0,20,0,0,0,0,45641.53,14796.5,16.44,2.3,10.0,25.58,2,2,50
3868,3868,21,12,12,56.66,0.28,4.54,13.41,0.0,0.21,21.71,44.0,3,0.0,4,2,0,0,21,0,0,0,0,48097.77,15592.77,17.47,2.27,0.0,25.04,0,2,50
3869,3869,22,12,12,59.36,0.31,4.31,13.51,0.0,-0.12,21.27,45.0,3,0.0,6,1,0,0,22,0,0,0,0,46876.38,15196.85,17.29,2.61,7.0,24.54,1,2,50
3870,3870,21,12,12,56.66,0.3,3.29,13.07,0.0,-0.62,22.86,46.0,3,0.0,6,1,0,0,21,0,0,0,0,32546.67,10551.31,12.51,1.02,14.0,26.26,1,2,50
3871,3871,22,11,11,59.36,0.3,2.49,13.85,0.0,-0.32,18.27,44.0,0,41.0,8,0,0,0,22,0,0,0,0,40566.29,13151.15,14.89,1.25,7.0,25.79,1,2,50
3872,3872,21,10,10,56.66,0.27,1.91,15.5,0.0,-0.05,15.57,44.0,0,40.0,8,0,0,0,21,0,0,0,0,47041.88,15250.29,16.49,1.23,13.0,27.68,1,2,50
3873,3873,21,9,9,56.66,0.28,2.13,15.45,0.0,0.23,11.95,43.0,0,39.0,8,1,0,0,21,0,0,0,0,39925.46,12943.28,13.12,1.15,0.0,28.54,0,2,50
3874,3874,22,8,8,59.36,0.31,1.7,7.25,0.0,0.31,7.95,43.0,0,38.0,10,1,0,0,22,0,0,0,0,45896.74,14879.14,15.38,0.99,13.0,27.8,1,2,50
3875,3875,22,7,7,59.36,0.3,2.29,9.52,0.0,0.59,4.45,42.0,0,37.0,10,1,0,0,22,0,0,0,0,56863.14,18434.28,18.86,1.57,0.0,28.62,0,2,50
3876,3876,22,6,6,59.36,0.32,2.98,11.62,0.0,0.7,0.95,6.0,0,36.0,10,2,0,0,22,0,0,0,0,61966.27,20088.51,20.01,2.1,0.0,29.42,0,1,35
3877,3877,21,8,8,56.66,0.28,3.28,12.0,0.0,0.7,1.38,7.0,0,35.0,10,1,0,0,21,0,0,0,0,58201.58,18868.1,18.96,2.14,61.0,29.01,1,2,50
3878,3878,21,8,8,56.66,0.3,4.04,14.37,0.0,0.76,1.76,8.0,0,34.0,10,2,0,0,21,0,0,0,0,69919.35,22666.85,23.55,2.75,0.0,29.74,0,2,50
3879,3879,20,10,10,53.96,0.27,4.37,14.46,0.0,0.62,2.35,9.0,0,33.0,10,1,0,0,20,0,0,0,0,60707.25,19680.45,20.28,2.67,60.0,29.25,1,2,50
3880,3880,20,10,10,53.96,0.27,4.5,14.36,0.0,0.55,2.85,10.0,0,32.0,10,1,0,0,20,0,0,0,0,60310.4,19551.83,20.62,2.78,59.0,27.39,1,2,50
3881,3881,20,10,10,53.96,0.28,4.86,15.25,0.0,0.65,3.35,11.0,0,31.0,10,2,0,0,20,0,0,0,0,65735.83,21310.69,23.02,3.27,58.0,25.55,1,2,50
3882,3882,20,10,10,53.96,0.27,5.15,15.25,0.0,0.47,3.85,12.0,0,30.0,10,1,0,0,20,0,0,0,0,57708.19,18708.31,20.57,3.3,60.0,23.5,1,1,35
3883,3883,20,10,10,53.96,0.28,5.29,15.38,0.0,0.31,4.35,13.0,0,29.0,10,2,0,0,20,0,0,0,0,54174.25,17562.62,19.95,2.97,59.0,21.6,1,1,35
3884,3884,20,10,10,53.96,0.27,5.12,14.55,0.0,0.02,4.85,14.0,0,28.0,10,1,0,0,20,0,0,0,0,34720.0,11255.87,12.71,1.68,60.0,19.54,1,1,35
3885,3885,20,10,10,53.96,0.27,5.04,14.73,0.0,0.04,5.35,15.0,0,27.0,10,2,0,0,20,0,0,0,0,37213.6,12064.28,13.89,2.21,59.0,17.67,1,1,35
3886,3886,19,10,10,51.27,0.27,4.89,14.78,0.0,0.11,6.16,16.0,0,26.0,10,1,0,0,19,0,0,0,0,37040.93,12008.29,13.55,2.32,60.0,16.45,1,2,50
3887,3887,20,10,10,53.96,0.26,4.83,13.47,0.0,-0.02,6.35,17.0,0,25.0,10,1,0,0,20,0,0,0,0,30653.86,9937.71,11.5,1.43,59.0,13.73,1,2,50
3888,3888,20,10,10,53.96,0.28,5.03,14.62,0.0,0.2,6.85,18.0,0,24.0,10,2,0,0,20,0,0,0,0,42086.81,13644.08,15.22,2.22,0.0,14.4,0,1,35
3889,3889,20,10,10,53.96,0.27,4.89,13.7,0.0,0.16,7.35,19.0,0,23.0,10,1,0,0,20,0,0,0,0,42902.8,13908.62,15.35,2.43,58.5,9.98,2,2,50
3890,3890,20,10,10,53.96,0.28,5.08,13.88,0.0,0.18,7.85,20.0,0,22.0,10,2,0,0,20,0,0,0,0,41374.08,13413.05,14.94,2.5,0.0,10.65,0,1,35
3891,3891,19,10,10,51.27,0.26,5.21,14.63,0.0,0.29,8.79,21.0,0,21.0,10,1,0,0,19,0,0,0,0,43629.17,14144.09,15.68,2.51,10.5,11.63,2,1,35
